Name,Method,File,Student,Question,Result,Time,Index,Gold_Wrong,Total_Answered,Gender,Age,Education,Relationship,Department,Crowdsourcing_Knowledge,Crowdsourcing_Use
A1C33NBVKOQYKA,Turk,/2_4.png:norm,2,4,0,1301727314.0,31,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/3_4.png:norm,3,4,0,1301727314.0,32,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/4_4.png:norm,4,4,0,1301727314.0,33,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/5_4.png:norm,5,4,0,1301727314.0,34,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/6_4.png:norm,6,4,1,1301727314.0,35,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/7_4.png:norm,7,4,0,1301727314.0,36,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/8_4.png:norm,8,4,0,1301727314.0,37,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/9_4.png:gold,9,4,0,1301727314.0,38,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/1_5.png:norm,1,5,0,1301726734.0,39,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/2_5.png:norm,2,5,1,1301726734.0,40,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/3_5.png:norm,3,5,0,1301726734.0,41,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/4_5.png:norm,4,5,0,1301726734.0,42,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/5_5.png:norm,5,5,0,1301726734.0,43,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/6_5.png:norm,6,5,1,1301726734.0,44,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/7_5.png:norm,7,5,2,1301726734.0,45,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/8_5.png:norm,8,5,2,1301726734.0,46,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/9_5.png:gold,9,5,0,1301726734.0,47,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/1_6.png:norm,1,6,4,1301726803.0,48,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/2_6.png:norm,2,6,4,1301726803.0,49,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/3_6.png:norm,3,6,4,1301726803.0,50,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/4_6.png:norm,4,6,0,1301726803.0,51,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/5_6.png:norm,5,6,0,1301726803.0,52,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/6_6.png:norm,6,6,0,1301726803.0,53,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/7_6.png:norm,7,6,0,1301726803.0,54,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/8_6.png:norm,8,6,0,1301726803.0,55,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/9_6.png:gold,9,6,0,1301726803.0,56,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/1_9.png:norm,1,9,4,1301726769.0,57,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/2_9.png:norm,2,9,4,1301726769.0,58,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/3_9.png:norm,3,9,0,1301726769.0,59,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/4_9.png:norm,4,9,0,1301726769.0,60,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/5_9.png:norm,5,9,0,1301726769.0,61,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/6_9.png:norm,6,9,0,1301726769.0,62,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/7_9.png:norm,7,9,0,1301726769.0,63,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/8_9.png:norm,8,9,0,1301726769.0,64,7,66,,,,,,,
A1C33NBVKOQYKA,Turk,/9_9.png:gold,9,9,0,1301726769.0,65,7,66,,,,,,,
A1SDU3LTLS2F0D,Turk,4_12.png:norm,4,12,1,1301796783.0,0,1,6,,,,,,,
A1SDU3LTLS2F0D,Turk,5_12.png:norm,5,12,2,1301796783.0,1,1,6,,,,,,,
A1SDU3LTLS2F0D,Turk,6_12.png:norm,6,12,4,1301796783.0,2,1,6,,,,,,,
A1SDU3LTLS2F0D,Turk,7_12.png:norm,7,12,3,1301796783.0,3,1,6,,,,,,,
A1SDU3LTLS2F0D,Turk,8_12.png:norm,8,12,3,1301796783.0,4,1,6,,,,,,,
A1SDU3LTLS2F0D,Turk,9_12.png:gold,9,12,2,1301796783.0,5,1,6,,,,,,,
A21Y5BT1IIOYZI,Turk,1_14.png:norm,1,14,7,1301899282.0,0,1,9,,,,,,,
A21Y5BT1IIOYZI,Turk,2_14.png:norm,2,14,8,1301899282.0,1,1,9,,,,,,,
A21Y5BT1IIOYZI,Turk,3_14.png:norm,3,14,9,1301899282.0,2,1,9,,,,,,,
A21Y5BT1IIOYZI,Turk,4_14.png:norm,4,14,5,1301899282.0,3,1,9,,,,,,,
A21Y5BT1IIOYZI,Turk,5_14.png:norm,5,14,5,1301899282.0,4,1,9,,,,,,,
A21Y5BT1IIOYZI,Turk,6_14.png:norm,6,14,5,1301899282.0,5,1,9,,,,,,,
A21Y5BT1IIOYZI,Turk,7_14.png:norm,7,14,5,1301899282.0,6,1,9,,,,,,,
A21Y5BT1IIOYZI,Turk,8_14.png:norm,8,14,4,1301899282.0,7,1,9,,,,,,,
A21Y5BT1IIOYZI,Turk,9_14.png:gold,9,14,7,1301899282.0,8,1,9,,,,,,,
A28GDOFD28LFYO,Turk,4_11.png:norm,4,11,0,1301758334.0,0,0,6,,,,,,,
A28GDOFD28LFYO,Turk,5_11.png:norm,5,11,3,1301758334.0,1,0,6,,,,,,,
A28GDOFD28LFYO,Turk,6_11.png:norm,6,11,4,1301758334.0,2,0,6,,,,,,,
A28GDOFD28LFYO,Turk,7_11.png:norm,7,11,2,1301758334.0,3,0,6,,,,,,,
A28GDOFD28LFYO,Turk,8_11.png:norm,8,11,3,1301758334.0,4,0,6,,,,,,,
A28GDOFD28LFYO,Turk,9_11.png:gold,9,11,4,1301758334.0,5,0,6,,,,,,,
AX3IND8VYFGIA,Turk,4_13.png:norm,4,13,0,1301773589.0,0,0,6,,,,,,,
AX3IND8VYFGIA,Turk,5_13.png:norm,5,13,2,1301773589.0,1,0,6,,,,,,,
AX3IND8VYFGIA,Turk,6_13.png:norm,6,13,2,1301773589.0,2,0,6,,,,,,,
AX3IND8VYFGIA,Turk,7_13.png:norm,7,13,2,1301773589.0,3,0,6,,,,,,,
AX3IND8VYFGIA,Turk,8_13.png:norm,8,13,3,1301773589.0,4,0,6,,,,,,,
AX3IND8VYFGIA,Turk,9_13.png:gold,9,13,4,1301773589.0,5,0,6,,,,,,,
A37KETH3SJLHAA,Turk,4_10.png:norm,4,10,4,1301729033.0,0,11,105,,,,,,,
A37KETH3SJLHAA,Turk,5_10.png:norm,5,10,4,1301729033.0,1,11,105,,,,,,,
A37KETH3SJLHAA,Turk,6_10.png:norm,6,10,4,1301729033.0,2,11,105,,,,,,,
A37KETH3SJLHAA,Turk,7_10.png:norm,7,10,4,1301729033.0,3,11,105,,,,,,,
A37KETH3SJLHAA,Turk,8_10.png:norm,8,10,4,1301729033.0,4,11,105,,,,,,,
A37KETH3SJLHAA,Turk,9_10.png:gold,9,10,4,1301729033.0,5,11,105,,,,,,,
A37KETH3SJLHAA,Turk,4_11.png:norm,4,11,0,1301729963.0,6,11,105,,,,,,,
A37KETH3SJLHAA,Turk,5_11.png:norm,5,11,0,1301729963.0,7,11,105,,,,,,,
A37KETH3SJLHAA,Turk,6_11.png:norm,6,11,0,1301729963.0,8,11,105,,,,,,,
A37KETH3SJLHAA,Turk,7_11.png:norm,7,11,0,1301729963.0,9,11,105,,,,,,,
A37KETH3SJLHAA,Turk,8_11.png:norm,8,11,0,1301729963.0,10,11,105,,,,,,,
A37KETH3SJLHAA,Turk,9_11.png:gold,9,11,0,1301729963.0,11,11,105,,,,,,,
A37KETH3SJLHAA,Turk,4_12.png:norm,4,12,0,1301729738.0,12,11,105,,,,,,,
A37KETH3SJLHAA,Turk,5_12.png:norm,5,12,0,1301729738.0,13,11,105,,,,,,,
A37KETH3SJLHAA,Turk,6_12.png:norm,6,12,0,1301729738.0,14,11,105,,,,,,,
A37KETH3SJLHAA,Turk,7_12.png:norm,7,12,0,1301729738.0,15,11,105,,,,,,,
A37KETH3SJLHAA,Turk,8_12.png:norm,8,12,0,1301729738.0,16,11,105,,,,,,,
A37KETH3SJLHAA,Turk,9_12.png:gold,9,12,0,1301729738.0,17,11,105,,,,,,,
A37KETH3SJLHAA,Turk,4_13.png:norm,4,13,2,1301729620.0,18,11,105,,,,,,,
A37KETH3SJLHAA,Turk,5_13.png:norm,5,13,2,1301729620.0,19,11,105,,,,,,,
A37KETH3SJLHAA,Turk,6_13.png:norm,6,13,2,1301729620.0,20,11,105,,,,,,,
A37KETH3SJLHAA,Turk,7_13.png:norm,7,13,2,1301729620.0,21,11,105,,,,,,,
A37KETH3SJLHAA,Turk,8_13.png:norm,8,13,2,1301729620.0,22,11,105,,,,,,,
A37KETH3SJLHAA,Turk,9_13.png:gold,9,13,1,1301729620.0,23,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/1_1.png:norm,1,1,0,1301729159.0,24,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/2_1.png:norm,2,1,0,1301729159.0,25,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/3_1.png:norm,3,1,0,1301729159.0,26,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/4_1.png:norm,4,1,0,1301729159.0,27,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/5_1.png:norm,5,1,0,1301729159.0,28,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/6_1.png:norm,6,1,0,1301729159.0,29,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/7_1.png:norm,7,1,0,1301729159.0,30,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/8_1.png:norm,8,1,0,1301729159.0,31,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/9_1.png:gold,9,1,0,1301729159.0,32,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/1_2.png:norm,1,2,2,1301731072.0,33,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/2_2.png:norm,2,2,2,1301731072.0,34,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/3_2.png:norm,3,2,2,1301731072.0,35,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/4_2.png:norm,4,2,2,1301731072.0,36,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/5_2.png:norm,5,2,2,1301731072.0,37,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/6_2.png:norm,6,2,2,1301731072.0,38,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/7_2.png:norm,7,2,2,1301731072.0,39,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/8_2.png:norm,8,2,2,1301731072.0,40,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/9_2.png:gold,9,2,2,1301731072.0,41,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/1_3.png:norm,1,3,2,1301728869.0,42,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/2_3.png:norm,2,3,2,1301728869.0,43,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/3_3.png:norm,3,3,2,1301728869.0,44,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/4_3.png:norm,4,3,2,1301728869.0,45,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/5_3.png:norm,5,3,1,1301728869.0,46,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/6_3.png:norm,6,3,2,1301728869.0,47,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/7_3.png:norm,7,3,2,1301728869.0,48,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/8_3.png:norm,8,3,2,1301728869.0,49,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/9_3.png:gold,9,3,2,1301728869.0,50,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/1_4.png:norm,1,4,2,1301728339.0,51,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/2_4.png:norm,2,4,0,1301728339.0,52,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/3_4.png:norm,3,4,2,1301728339.0,53,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/4_4.png:norm,4,4,2,1301728339.0,54,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/5_4.png:norm,5,4,2,1301728339.0,55,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/6_4.png:norm,6,4,0,1301728339.0,56,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/7_4.png:norm,7,4,2,1301728339.0,57,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/8_4.png:norm,8,4,2,1301728339.0,58,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/9_4.png:gold,9,4,2,1301728339.0,59,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/1_5.png:norm,1,5,1,1301729389.0,60,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/2_5.png:norm,2,5,1,1301729389.0,61,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/3_5.png:norm,3,5,1,1301729389.0,62,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/4_5.png:norm,4,5,1,1301729389.0,63,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/5_5.png:norm,5,5,1,1301729389.0,64,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/6_5.png:norm,6,5,1,1301729389.0,65,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/7_5.png:norm,7,5,1,1301729389.0,66,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/8_5.png:norm,8,5,1,1301729389.0,67,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/9_5.png:gold,9,5,1,1301729389.0,68,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/1_6.png:norm,1,6,3,1301730359.0,69,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/2_6.png:norm,2,6,3,1301730359.0,70,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/3_6.png:norm,3,6,3,1301730359.0,71,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/4_6.png:norm,4,6,3,1301730359.0,72,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/5_6.png:norm,5,6,3,1301730359.0,73,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/6_6.png:norm,6,6,3,1301730359.0,74,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/7_6.png:norm,7,6,3,1301730359.0,75,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/8_6.png:norm,8,6,3,1301730359.0,76,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/9_6.png:gold,9,6,3,1301730359.0,77,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/1_7.png:norm,1,7,4,1301728004.0,78,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/2_7.png:norm,2,7,4,1301728004.0,79,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/3_7.png:norm,3,7,4,1301728004.0,80,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/4_7.png:norm,4,7,4,1301728004.0,81,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/5_7.png:norm,5,7,4,1301728004.0,82,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/6_7.png:norm,6,7,4,1301728004.0,83,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/7_7.png:norm,7,7,4,1301728004.0,84,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/8_7.png:norm,8,7,4,1301728004.0,85,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/9_7.png:gold,9,7,4,1301728004.0,86,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/1_8.png:norm,1,8,0,1301729711.0,87,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/2_8.png:norm,2,8,0,1301729711.0,88,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/3_8.png:norm,3,8,0,1301729711.0,89,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/4_8.png:norm,4,8,0,1301729711.0,90,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/5_8.png:norm,5,8,0,1301729711.0,91,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/6_8.png:norm,6,8,0,1301729711.0,92,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/7_8.png:norm,7,8,0,1301729711.0,93,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/8_8.png:norm,8,8,0,1301729711.0,94,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/9_8.png:gold,9,8,0,1301729711.0,95,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/1_9.png:norm,1,9,3,1301727705.0,96,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/2_9.png:norm,2,9,3,1301727705.0,97,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/3_9.png:norm,3,9,3,1301727705.0,98,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/4_9.png:norm,4,9,3,1301727705.0,99,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/5_9.png:norm,5,9,3,1301727705.0,100,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/6_9.png:norm,6,9,3,1301727705.0,101,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/7_9.png:norm,7,9,3,1301727705.0,102,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/8_9.png:norm,8,9,3,1301727705.0,103,11,105,,,,,,,
A37KETH3SJLHAA,Turk,/9_9.png:gold,9,9,3,1301727705.0,104,11,105,,,,,,,
A1XWBT4OD2AEH,Turk,4_10.png:norm,4,10,2,1301761449.0,0,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,5_10.png:norm,5,10,0,1301761449.0,1,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,6_10.png:norm,6,10,2,1301761449.0,2,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,7_10.png:norm,7,10,0,1301761449.0,3,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,8_10.png:norm,8,10,0,1301761449.0,4,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,9_10.png:gold,9,10,0,1301761449.0,5,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,4_11.png:norm,4,11,0,1301761141.0,6,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,5_11.png:norm,5,11,0,1301761141.0,7,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,6_11.png:norm,6,11,0,1301761141.0,8,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,7_11.png:norm,7,11,1,1301761141.0,9,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,8_11.png:norm,8,11,0,1301761141.0,10,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,9_11.png:gold,9,11,0,1301761141.0,11,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/1_1.png:norm,1,1,0,1301761371.0,12,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/2_1.png:norm,2,1,0,1301761371.0,13,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/3_1.png:norm,3,1,0,1301761371.0,14,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/4_1.png:norm,4,1,0,1301761371.0,15,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/5_1.png:norm,5,1,0,1301761371.0,16,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/6_1.png:norm,6,1,0,1301761371.0,17,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/7_1.png:norm,7,1,0,1301761371.0,18,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/8_1.png:norm,8,1,0,1301761371.0,19,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/9_1.png:gold,9,1,0,1301761371.0,20,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/1_2.png:norm,1,2,0,1301761410.0,21,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/2_2.png:norm,2,2,0,1301761410.0,22,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/3_2.png:norm,3,2,0,1301761410.0,23,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/4_2.png:norm,4,2,0,1301761410.0,24,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/5_2.png:norm,5,2,0,1301761410.0,25,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/6_2.png:norm,6,2,0,1301761410.0,26,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/7_2.png:norm,7,2,0,1301761410.0,27,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/8_2.png:norm,8,2,0,1301761410.0,28,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/9_2.png:gold,9,2,0,1301761410.0,29,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/1_3.png:norm,1,3,1,1301761239.0,30,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/2_3.png:norm,2,3,1,1301761239.0,31,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/3_3.png:norm,3,3,1,1301761239.0,32,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/4_3.png:norm,4,3,1,1301761239.0,33,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/5_3.png:norm,5,3,1,1301761239.0,34,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/6_3.png:norm,6,3,1,1301761239.0,35,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/7_3.png:norm,7,3,1,1301761239.0,36,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/8_3.png:norm,8,3,1,1301761239.0,37,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/9_3.png:gold,9,3,0,1301761239.0,38,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/1_4.png:norm,1,4,0,1301761305.0,39,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/2_4.png:norm,2,4,0,1301761305.0,40,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/3_4.png:norm,3,4,0,1301761305.0,41,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/4_4.png:norm,4,4,0,1301761305.0,42,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/5_4.png:norm,5,4,0,1301761305.0,43,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/6_4.png:norm,6,4,0,1301761305.0,44,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/7_4.png:norm,7,4,0,1301761305.0,45,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/8_4.png:norm,8,4,0,1301761305.0,46,6,48,,,,,,,
A1XWBT4OD2AEH,Turk,/9_4.png:gold,9,4,0,1301761305.0,47,6,48,,,,,,,
APFMN02BVIHH7,Turk,4_10.png:norm,4,10,3,1301727740.0,0,3,57,,,,,,,
APFMN02BVIHH7,Turk,5_10.png:norm,5,10,3,1301727740.0,1,3,57,,,,,,,
APFMN02BVIHH7,Turk,6_10.png:norm,6,10,3,1301727740.0,2,3,57,,,,,,,
APFMN02BVIHH7,Turk,7_10.png:norm,7,10,0,1301727740.0,3,3,57,,,,,,,
APFMN02BVIHH7,Turk,8_10.png:norm,8,10,0,1301727740.0,4,3,57,,,,,,,
APFMN02BVIHH7,Turk,9_10.png:gold,9,10,3,1301727740.0,5,3,57,,,,,,,
APFMN02BVIHH7,Turk,4_11.png:norm,4,11,0,1301729680.0,6,3,57,,,,,,,
APFMN02BVIHH7,Turk,5_11.png:norm,5,11,1,1301729680.0,7,3,57,,,,,,,
APFMN02BVIHH7,Turk,6_11.png:norm,6,11,3,1301729680.0,8,3,57,,,,,,,
APFMN02BVIHH7,Turk,7_11.png:norm,7,11,0,1301729680.0,9,3,57,,,,,,,
APFMN02BVIHH7,Turk,8_11.png:norm,8,11,0,1301729680.0,10,3,57,,,,,,,
APFMN02BVIHH7,Turk,9_11.png:gold,9,11,3,1301729680.0,11,3,57,,,,,,,
APFMN02BVIHH7,Turk,/1_3.png:norm,1,3,1,1301730725.0,12,3,57,,,,,,,
APFMN02BVIHH7,Turk,/2_3.png:norm,2,3,0,1301730725.0,13,3,57,,,,,,,
APFMN02BVIHH7,Turk,/3_3.png:norm,3,3,1,1301730725.0,14,3,57,,,,,,,
APFMN02BVIHH7,Turk,/4_3.png:norm,4,3,0,1301730725.0,15,3,57,,,,,,,
APFMN02BVIHH7,Turk,/5_3.png:norm,5,3,4,1301730725.0,16,3,57,,,,,,,
APFMN02BVIHH7,Turk,/6_3.png:norm,6,3,4,1301730725.0,17,3,57,,,,,,,
APFMN02BVIHH7,Turk,/7_3.png:norm,7,3,0,1301730725.0,18,3,57,,,,,,,
APFMN02BVIHH7,Turk,/8_3.png:norm,8,3,1,1301730725.0,19,3,57,,,,,,,
APFMN02BVIHH7,Turk,/9_3.png:gold,9,3,4,1301730725.0,20,3,57,,,,,,,
APFMN02BVIHH7,Turk,/1_5.png:norm,1,5,0,1301727556.0,21,3,57,,,,,,,
APFMN02BVIHH7,Turk,/2_5.png:norm,2,5,1,1301727556.0,22,3,57,,,,,,,
APFMN02BVIHH7,Turk,/3_5.png:norm,3,5,3,1301727556.0,23,3,57,,,,,,,
APFMN02BVIHH7,Turk,/4_5.png:norm,4,5,2,1301727556.0,24,3,57,,,,,,,
APFMN02BVIHH7,Turk,/5_5.png:norm,5,5,0,1301727556.0,25,3,57,,,,,,,
APFMN02BVIHH7,Turk,/6_5.png:norm,6,5,0,1301727556.0,26,3,57,,,,,,,
APFMN02BVIHH7,Turk,/7_5.png:norm,7,5,3,1301727556.0,27,3,57,,,,,,,
APFMN02BVIHH7,Turk,/8_5.png:norm,8,5,1,1301727556.0,28,3,57,,,,,,,
APFMN02BVIHH7,Turk,/9_5.png:gold,9,5,0,1301727556.0,29,3,57,,,,,,,
APFMN02BVIHH7,Turk,/1_6.png:norm,1,6,1,1301728134.0,30,3,57,,,,,,,
APFMN02BVIHH7,Turk,/2_6.png:norm,2,6,0,1301728134.0,31,3,57,,,,,,,
APFMN02BVIHH7,Turk,/3_6.png:norm,3,6,4,1301728134.0,32,3,57,,,,,,,
APFMN02BVIHH7,Turk,/4_6.png:norm,4,6,0,1301728134.0,33,3,57,,,,,,,
APFMN02BVIHH7,Turk,/5_6.png:norm,5,6,0,1301728134.0,34,3,57,,,,,,,
APFMN02BVIHH7,Turk,/6_6.png:norm,6,6,4,1301728134.0,35,3,57,,,,,,,
APFMN02BVIHH7,Turk,/7_6.png:norm,7,6,0,1301728134.0,36,3,57,,,,,,,
APFMN02BVIHH7,Turk,/8_6.png:norm,8,6,0,1301728134.0,37,3,57,,,,,,,
APFMN02BVIHH7,Turk,/9_6.png:gold,9,6,4,1301728134.0,38,3,57,,,,,,,
APFMN02BVIHH7,Turk,/1_7.png:norm,1,7,1,1301727931.0,39,3,57,,,,,,,
APFMN02BVIHH7,Turk,/2_7.png:norm,2,7,1,1301727931.0,40,3,57,,,,,,,
APFMN02BVIHH7,Turk,/3_7.png:norm,3,7,4,1301727931.0,41,3,57,,,,,,,
APFMN02BVIHH7,Turk,/4_7.png:norm,4,7,0,1301727931.0,42,3,57,,,,,,,
APFMN02BVIHH7,Turk,/5_7.png:norm,5,7,1,1301727931.0,43,3,57,,,,,,,
APFMN02BVIHH7,Turk,/6_7.png:norm,6,7,4,1301727931.0,44,3,57,,,,,,,
APFMN02BVIHH7,Turk,/7_7.png:norm,7,7,0,1301727931.0,45,3,57,,,,,,,
APFMN02BVIHH7,Turk,/8_7.png:norm,8,7,0,1301727931.0,46,3,57,,,,,,,
